IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	30-39	All	All	75.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	30-39	All	All	79.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	30-39	All	All	85.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	30-39	All	All	86.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	30-39	All	All	91.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	30-39	All	All	95.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	30-39	All	All	96.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	30-39	All	All	100.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	30-39	All	All	101.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	30-39	All	All	103.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	30-39	All	All	109.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	30-39	All	All	1124	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	30-39	All	All	119	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	40-49	All	All	89.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	40-49	All	All	81.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	40-49	All	All	84	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	40-49	All	All	87.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	40-49	All	All	86.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	40-49	All	All	89.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	40-49	All	All	94.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	40-49	All	All	93.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	40-49	All	All	98.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	40-49	All	All	107.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	40-49	All	All	107.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	40-49	All	All	111.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	40-49	All	All	112.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	40-49	All	All	116.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	40-49	All	All	122.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	40-49	All	All	127.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	40-49	All	All	134.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	50-59	All	All	85.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	50-59	All	All	88.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	50-59	All	All	89.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	50-59	All	All	88.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	50-59	All	All	97.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	50-59	All	All	97.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	50-59	All	All	102.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	50-59	All	All	100.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	50-59	All	All	103.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	50-59	All	All	116.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	50-59	All	All	117.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	50-59	All	All	115.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	50-59	All	All	120.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	50-59	All	All	122.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	50-59	All	All	129.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	50-59	All	All	131.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	50-59	All	All	138.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	60+	All	All	76.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	60+	All	All	82.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	60+	All	All	83	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	60+	All	All	93.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	60+	All	All	78.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	60+	All	All	89.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	60+	All	All	91.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	60+	All	All	104.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	60+	All	All	100	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	60+	All	All	99.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	60+	All	All	123.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	60+	All	All	106.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	60+	All	All	108.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	60+	All	All	104.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	60+	All	All	107.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	60+	All	All	115	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	60+	All	All	130.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Legislators, Senior Officials & Managers	119.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Legislators, Senior Officials & Managers	112.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Legislators, Senior Officials & Managers	126.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Legislators, Senior Officials & Managers	127.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Legislators, Senior Officials & Managers	134.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Legislators, Senior Officials & Managers	132.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Legislators, Senior Officials & Managers	134.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Legislators, Senior Officials & Managers	140.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Legislators, Senior Officials & Managers	143.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Legislators, Senior Officials & Managers	150.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Legislators, Senior Officials & Managers	156.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Legislators, Senior Officials & Managers	157.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Legislators, Senior Officials & Managers	160	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Legislators, Senior Officials & Managers	158	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Legislators, Senior Officials & Managers	178.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Legislators, Senior Officials & Managers	175.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Legislators, Senior Officials & Managers	177.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	71.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	72.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	73.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	74.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	78.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	82.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	90.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	88.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	87.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	94.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	95.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	98.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	98.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	98.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	98.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	102.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Professionals, Technicians, Associates and Clerks	104.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Service, Shop & Market Workers	57.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Service, Shop & Market Workers	54.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Service, Shop & Market Workers	54.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Service, Shop & Market Workers	55	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Service, Shop & Market Workers	54.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Service, Shop & Market Workers	59.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Service, Shop & Market Workers	66.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Service, Shop & Market Workers	66.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Service, Shop & Market Workers	69.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Service, Shop & Market Workers	69.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Service, Shop & Market Workers	71.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Service, Shop & Market Workers	68.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Service, Shop & Market Workers	67.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Service, Shop & Market Workers	69.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Service, Shop & Market Workers	69.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Service, Shop & Market Workers	69.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Service, Shop & Market Workers	71.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	68.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	55	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	58.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	45.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	48	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	50.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	50.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	54.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	53	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	65.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	64.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	68.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	70.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	99.9	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	82.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	115.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Skilled Agricultural & Fishery Workers	99.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Craft and Related Trade Workers	89.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Craft and Related Trade Workers	82.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Craft and Related Trade Workers	85.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Craft and Related Trade Workers	83.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Craft and Related Trade Workers	80.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Craft and Related Trade Workers	87.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Craft and Related Trade Workers	91.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Craft and Related Trade Workers	90.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Craft and Related Trade Workers	104.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Craft and Related Trade Workers	103.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Craft and Related Trade Workers	105.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Craft and Related Trade Workers	104.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Craft and Related Trade Workers	111.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Craft and Related Trade Workers	130.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Craft and Related Trade Workers	141.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Craft and Related Trade Workers	144.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Craft and Related Trade Workers	157	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Plant & Machine Operators & Assemblers	77.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Plant & Machine Operators & Assemblers	70.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Plant & Machine Operators & Assemblers	72.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Plant & Machine Operators & Assemblers	70.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Plant & Machine Operators & Assemblers	74.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Plant & Machine Operators & Assemblers	78.2	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Plant & Machine Operators & Assemblers	77.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Plant & Machine Operators & Assemblers	75.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Plant & Machine Operators & Assemblers	81.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Plant & Machine Operators & Assemblers	88.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Plant & Machine Operators & Assemblers	92	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Plant & Machine Operators & Assemblers	95	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Plant & Machine Operators & Assemblers	85.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Plant & Machine Operators & Assemblers	86	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Plant & Machine Operators & Assemblers	86.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Plant & Machine Operators & Assemblers	83	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Plant & Machine Operators & Assemblers	87.5	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2000	Pal	Both	All	All	Elementary Occupations	76.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2001	Pal	Both	All	All	Elementary Occupations	70.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2002	Pal	Both	All	All	Elementary Occupations	66.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2003	Pal	Both	All	All	Elementary Occupations	62.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2004	Pal	Both	All	All	Elementary Occupations	64.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2005	Pal	Both	All	All	Elementary Occupations	66.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2006	Pal	Both	All	All	Elementary Occupations	68.8	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2007	Pal	Both	All	All	Elementary Occupations	73.3	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2008	Pal	Both	All	All	Elementary Occupations	81	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2009	Pal	Both	All	All	Elementary Occupations	85	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2010	Pal	Both	All	All	Elementary Occupations	82.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2011	Pal	Both	All	All	Elementary Occupations	81.4	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2012	Pal	Both	All	All	Elementary Occupations	80.7	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2013	Pal	Both	All	All	Elementary Occupations	82	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2014	Pal	Both	All	All	Elementary Occupations	91.1	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2015	Pal	Both	All	All	Elementary Occupations	93.6	
8.5.1	Average hourly earnings of female and male employees, by occupation, age and persons with disabilities	Labor Force		2016	Pal	Both	All	All	Elementary Occupations	98.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	All		14.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	All		25.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	All		31.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	All		25.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	All		23.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	All		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	All		21.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	All		26.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	All	All		24.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	All	All		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	All	All		20.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	All	All		23	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	All	All		23.4	
